case,tag,arm,total_tokens,relaxed_only_tokens,hesitation_total,hesitation_relaxed_only,wait_total,hmm_total,lets_total,actually_total,but_total,wait_relaxed_only,hmm_relaxed_only,lets_relaxed_only,actually_relaxed_only,but_relaxed_only
case_062,cactus0p25,cactus (α=0.25),1415,250,23,4,0,1,6,2,14,0,0,0,0,4
case_062,mentoredDec0p37,mentored_dec (α=0.37),375,14,3,0,0,0,1,1,1,0,0,0,0,0
case_062,rFuzzy0p3,r_fuzzy (α=0.3),1203,194,18,3,1,0,5,1,11,1,0,0,0,2
case_062,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),704,118,6,0,0,0,2,1,3,0,0,0,0,0
case_062,specCascOpt0p05,spec_casc_opt (α=0.05),589,62,3,0,0,0,2,0,1,0,0,0,0,0
case_062,specCascTok0p3,spec_casc_tok (α=0.3),485,10,4,0,0,0,2,0,2,0,0,0,0,0
case_062,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),485,10,4,0,0,0,2,0,2,0,0,0,0,0
case_062,strict,strict,386,0,3,0,0,0,0,0,3,0,0,0,0,0
case_063,cactus0p25,cactus (α=0.25),755,139,15,7,1,0,2,1,11,0,0,1,1,5
case_063,mentoredDec0p37,mentored_dec (α=0.37),585,26,6,0,0,0,3,0,3,0,0,0,0,0
case_063,rFuzzy0p3,r_fuzzy (α=0.3),1700,280,28,6,5,0,4,5,14,0,0,1,2,3
case_063,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),1647,265,34,0,14,0,6,6,8,0,0,0,0,0
case_063,specCascOpt0p05,spec_casc_opt (α=0.05),794,99,11,5,4,0,4,1,2,1,0,2,1,1
case_063,specCascTok0p3,spec_casc_tok (α=0.3),466,14,6,1,0,0,0,0,6,0,0,0,0,1
case_063,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),506,11,1,0,0,0,1,0,0,0,0,0,0,0
case_063,strict,strict,559,0,4,0,0,0,4,0,0,0,0,0,0,0
case_064,cactus0p25,cactus (α=0.25),1371,147,16,5,2,0,6,1,7,0,0,1,0,4
case_064,mentoredDec0p37,mentored_dec (α=0.37),639,20,3,0,0,0,2,0,1,0,0,0,0,0
case_064,rFuzzy0p3,r_fuzzy (α=0.3),3057,492,55,10,15,1,13,9,17,1,0,2,4,3
case_064,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),1226,145,15,0,3,0,5,4,3,0,0,0,0,0
case_064,specCascOpt0p05,spec_casc_opt (α=0.05),1541,143,18,0,4,0,8,3,3,0,0,0,0,0
case_064,specCascTok0p3,spec_casc_tok (α=0.3),855,20,4,0,0,0,2,0,2,0,0,0,0,0
case_064,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),1008,20,10,0,0,0,5,0,5,0,0,0,0,0
case_064,strict,strict,1124,0,7,0,1,0,3,0,3,0,0,0,0,0
case_065,cactus0p25,cactus (α=0.25),2216,429,48,12,1,0,5,2,40,1,0,2,1,8
case_065,mentoredDec0p37,mentored_dec (α=0.37),784,29,4,0,0,0,1,0,3,0,0,0,0,0
case_065,rFuzzy0p3,r_fuzzy (α=0.3),1289,232,22,4,3,0,4,3,12,1,0,0,0,3
case_065,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),1645,266,19,0,0,0,4,0,15,0,0,0,0,0
case_065,specCascOpt0p05,spec_casc_opt (α=0.05),907,109,9,2,1,0,2,1,5,0,0,0,1,1
case_065,specCascTok0p3,spec_casc_tok (α=0.3),436,11,5,0,0,0,2,1,2,0,0,0,0,0
case_065,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),974,25,10,0,0,0,4,0,6,0,0,0,0,0
case_065,strict,strict,748,0,5,0,0,0,1,0,4,0,0,0,0,0
case_066,cactus0p25,cactus (α=0.25),1817,334,33,7,4,0,7,5,17,1,0,1,1,4
case_066,mentoredDec0p37,mentored_dec (α=0.37),617,35,7,2,0,0,2,0,5,0,0,1,0,1
case_066,rFuzzy0p3,r_fuzzy (α=0.3),2001,376,48,12,7,0,16,6,19,1,0,4,3,4
case_066,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),1923,388,34,0,5,0,11,6,12,0,0,0,0,0
case_066,specCascOpt0p05,spec_casc_opt (α=0.05),1934,256,50,8,8,0,9,6,27,1,0,1,2,4
case_066,specCascTok0p3,spec_casc_tok (α=0.3),970,28,19,2,1,0,3,1,14,0,0,0,0,2
case_066,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),865,29,13,0,1,0,5,0,7,0,0,0,0,0
case_066,strict,strict,851,0,8,0,1,0,0,0,7,0,0,0,0,0
case_067,cactus0p25,cactus (α=0.25),886,142,18,7,0,0,2,2,14,0,0,0,1,6
case_067,mentoredDec0p37,mentored_dec (α=0.37),676,25,6,0,1,0,2,0,3,0,0,0,0,0
case_067,rFuzzy0p3,r_fuzzy (α=0.3),1057,161,11,3,0,0,6,2,3,0,0,1,1,1
case_067,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),792,96,9,0,1,0,4,0,4,0,0,0,0,0
case_067,specCascOpt0p05,spec_casc_opt (α=0.05),808,103,17,2,8,0,5,3,1,1,0,0,0,1
case_067,specCascTok0p3,spec_casc_tok (α=0.3),391,9,4,0,0,0,2,0,2,0,0,0,0,0
case_067,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),391,9,4,0,0,0,2,0,2,0,0,0,0,0
case_067,strict,strict,582,0,8,0,0,0,2,0,6,0,0,0,0,0
case_068,cactus0p25,cactus (α=0.25),722,109,7,1,0,0,3,0,4,0,0,1,0,0
case_068,mentoredDec0p37,mentored_dec (α=0.37),587,26,2,0,0,0,0,0,2,0,0,0,0,0
case_068,rFuzzy0p3,r_fuzzy (α=0.3),952,119,5,0,0,0,1,0,4,0,0,0,0,0
case_068,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),952,119,5,0,0,0,1,0,4,0,0,0,0,0
case_068,specCascOpt0p05,spec_casc_opt (α=0.05),751,58,7,0,0,0,2,0,5,0,0,0,0,0
case_068,specCascTok0p3,spec_casc_tok (α=0.3),711,16,7,0,0,0,2,0,5,0,0,0,0,0
case_068,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),624,15,5,0,0,0,1,0,4,0,0,0,0,0
case_068,strict,strict,470,0,1,0,0,0,1,0,0,0,0,0,0,0
case_069,cactus0p25,cactus (α=0.25),695,95,6,2,0,0,1,0,5,0,0,0,0,2
case_069,mentoredDec0p37,mentored_dec (α=0.37),714,14,4,0,0,0,2,0,2,0,0,0,0,0
case_069,rFuzzy0p3,r_fuzzy (α=0.3),776,86,6,0,1,0,2,0,3,0,0,0,0,0
case_069,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),776,86,6,0,1,0,2,0,3,0,0,0,0,0
case_069,specCascOpt0p05,spec_casc_opt (α=0.05),1092,118,12,1,0,0,1,2,9,0,0,0,0,1
case_069,specCascTok0p3,spec_casc_tok (α=0.3),622,9,3,1,0,0,1,0,2,0,0,1,0,0
case_069,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),549,5,3,0,0,0,1,0,2,0,0,0,0,0
case_069,strict,strict,538,0,4,0,0,0,3,0,1,0,0,0,0,0
case_070,cactus0p25,cactus (α=0.25),569,67,5,1,0,0,1,0,4,0,0,0,0,1
case_070,mentoredDec0p37,mentored_dec (α=0.37),416,15,4,1,0,0,4,0,0,0,0,1,0,0
case_070,rFuzzy0p3,r_fuzzy (α=0.3),1174,168,19,1,4,0,4,5,6,0,0,1,0,0
case_070,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),674,84,5,0,1,0,3,1,0,0,0,0,0,0
case_070,specCascOpt0p05,spec_casc_opt (α=0.05),526,48,2,0,0,0,0,1,1,0,0,0,0,0
case_070,specCascTok0p3,spec_casc_tok (α=0.3),421,5,4,0,0,0,1,0,3,0,0,0,0,0
case_070,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),421,5,4,0,0,0,1,0,3,0,0,0,0,0
case_070,strict,strict,553,0,7,0,0,0,3,1,3,0,0,0,0,0
case_071,cactus0p25,cactus (α=0.25),981,159,11,0,0,0,4,2,5,0,0,0,0,0
case_071,mentoredDec0p37,mentored_dec (α=0.37),634,22,5,1,0,0,1,0,4,0,0,0,0,1
case_071,rFuzzy0p3,r_fuzzy (α=0.3),1357,166,17,4,3,0,0,5,9,0,0,0,1,3
case_071,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),826,158,6,0,2,0,1,1,2,0,0,0,0,0
case_071,specCascOpt0p05,spec_casc_opt (α=0.05),2501,227,23,3,6,0,4,4,9,1,0,0,0,2
case_071,specCascTok0p3,spec_casc_tok (α=0.3),606,11,5,0,1,0,2,0,2,0,0,0,0,0
case_071,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),940,12,8,0,1,0,3,1,3,0,0,0,0,0
case_071,strict,strict,449,0,2,0,0,0,1,0,1,0,0,0,0,0
case_072,cactus0p25,cactus (α=0.25),483,46,5,2,0,0,2,0,3,0,0,1,0,1
case_072,mentoredDec0p37,mentored_dec (α=0.37),977,42,14,1,0,0,2,1,11,0,0,0,0,1
case_072,rFuzzy0p3,r_fuzzy (α=0.3),741,90,4,0,2,0,0,1,1,0,0,0,0,0
case_072,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),741,90,4,0,2,0,0,1,1,0,0,0,0,0
case_072,specCascOpt0p05,spec_casc_opt (α=0.05),755,62,3,0,0,0,0,0,3,0,0,0,0,0
case_072,specCascTok0p3,spec_casc_tok (α=0.3),534,14,6,0,0,0,0,0,6,0,0,0,0,0
case_072,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),537,16,7,0,0,0,1,0,6,0,0,0,0,0
case_072,strict,strict,683,0,7,0,0,0,1,1,5,0,0,0,0,0
case_073,cactus0p25,cactus (α=0.25),654,70,5,0,0,0,1,0,4,0,0,0,0,0
case_073,mentoredDec0p37,mentored_dec (α=0.37),546,20,2,0,0,0,0,0,2,0,0,0,0,0
case_073,rFuzzy0p3,r_fuzzy (α=0.3),638,77,4,0,0,0,1,0,3,0,0,0,0,0
case_073,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),638,77,4,0,0,0,1,0,3,0,0,0,0,0
case_073,specCascOpt0p05,spec_casc_opt (α=0.05),449,57,4,2,0,0,1,0,3,0,0,1,0,1
case_073,specCascTok0p3,spec_casc_tok (α=0.3),397,10,3,0,0,0,2,0,1,0,0,0,0,0
case_073,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),397,10,3,0,0,0,2,0,1,0,0,0,0,0
case_073,strict,strict,593,0,9,0,0,0,1,0,8,0,0,0,0,0
case_074,cactus0p25,cactus (α=0.25),808,113,12,3,2,0,4,0,6,1,0,1,0,1
case_074,mentoredDec0p37,mentored_dec (α=0.37),728,28,4,0,0,0,1,0,3,0,0,0,0,0
case_074,rFuzzy0p3,r_fuzzy (α=0.3),1395,220,30,8,6,0,7,5,12,2,0,3,0,3
case_074,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),2255,397,44,0,11,1,13,6,13,0,0,0,0,0
case_074,specCascOpt0p05,spec_casc_opt (α=0.05),801,61,7,0,2,0,2,1,2,0,0,0,0,0
case_074,specCascTok0p3,spec_casc_tok (α=0.3),713,13,8,0,1,0,2,0,5,0,0,0,0,0
case_074,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),713,13,8,0,1,0,2,0,5,0,0,0,0,0
case_074,strict,strict,882,0,11,0,1,0,4,0,6,0,0,0,0,0
case_075,cactus0p25,cactus (α=0.25),778,96,5,2,1,0,3,0,1,1,0,1,0,0
case_075,mentoredDec0p37,mentored_dec (α=0.37),967,34,10,1,4,0,3,0,3,0,0,1,0,0
case_075,rFuzzy0p3,r_fuzzy (α=0.3),1030,136,7,4,1,0,4,1,1,0,0,3,0,1
case_075,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),1073,142,15,0,4,0,5,4,2,0,0,0,0,0
case_075,specCascOpt0p05,spec_casc_opt (α=0.05),699,74,6,1,1,0,1,1,3,0,0,0,1,0
case_075,specCascTok0p3,spec_casc_tok (α=0.3),852,23,3,0,1,0,1,0,1,0,0,0,0,0
case_075,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),852,23,3,0,1,0,1,0,1,0,0,0,0,0
case_075,strict,strict,562,0,5,0,1,0,3,0,1,0,0,0,0,0
case_076,cactus0p25,cactus (α=0.25),1806,322,30,5,2,0,5,5,18,1,0,1,1,2
case_076,mentoredDec0p37,mentored_dec (α=0.37),1114,73,8,1,1,0,1,1,5,0,0,0,0,1
case_076,rFuzzy0p3,r_fuzzy (α=0.3),3283,610,67,14,6,1,13,10,37,2,0,3,3,6
case_076,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),1838,367,22,0,2,0,7,2,11,0,0,0,0,0
case_076,specCascOpt0p05,spec_casc_opt (α=0.05),2268,245,35,2,3,0,4,2,26,0,0,0,1,1
case_076,specCascTok0p3,spec_casc_tok (α=0.3),2018,42,37,1,1,0,4,1,31,0,0,0,0,1
case_076,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),946,30,14,0,0,0,2,1,11,0,0,0,0,0
case_076,strict,strict,1225,0,8,0,0,0,3,0,5,0,0,0,0,0
case_077,cactus0p25,cactus (α=0.25),1761,331,26,3,1,0,4,0,21,1,0,1,0,1
case_077,mentoredDec0p37,mentored_dec (α=0.37),2821,155,45,3,1,0,8,5,31,0,0,0,1,2
case_077,rFuzzy0p3,r_fuzzy (α=0.3),3628,775,80,22,11,0,13,10,46,4,0,3,4,11
case_077,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),1525,313,21,0,2,0,2,2,15,0,0,0,0,0
case_077,specCascOpt0p05,spec_casc_opt (α=0.05),2688,304,62,5,6,0,9,12,35,0,0,0,2,3
case_077,specCascTok0p3,spec_casc_tok (α=0.3),3784,124,33,4,2,0,4,4,23,0,0,0,1,3
case_077,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),3052,101,37,0,1,0,2,3,31,0,0,0,0,0
case_077,strict,strict,2123,0,22,0,2,0,3,5,12,0,0,0,0,0
case_078,cactus0p25,cactus (α=0.25),4302,833,94,17,5,1,14,12,62,1,0,3,3,10
case_078,mentoredDec0p37,mentored_dec (α=0.37),2010,102,42,8,3,1,4,5,29,1,0,0,2,5
case_078,rFuzzy0p3,r_fuzzy (α=0.3),2693,560,51,11,7,1,4,6,33,0,1,1,2,7
case_078,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),1619,270,28,0,3,0,4,5,16,0,0,0,0,0
case_078,specCascOpt0p05,spec_casc_opt (α=0.05),2733,358,62,7,6,0,7,9,40,0,0,0,2,5
case_078,specCascTok0p3,spec_casc_tok (α=0.3),990,25,17,0,0,0,2,0,15,0,0,0,0,0
case_078,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),715,10,13,0,0,0,2,0,11,0,0,0,0,0
case_078,strict,strict,1169,0,15,0,0,0,3,1,11,0,0,0,0,0
case_079,cactus0p25,cactus (α=0.25),966,116,10,5,0,0,5,1,4,0,0,2,1,2
case_079,mentoredDec0p37,mentored_dec (α=0.37),918,32,4,0,0,0,1,0,3,0,0,0,0,0
case_079,rFuzzy0p3,r_fuzzy (α=0.3),633,88,9,2,2,0,2,0,5,0,0,1,0,1
case_079,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),660,94,4,0,0,0,2,0,2,0,0,0,0,0
case_079,specCascOpt0p05,spec_casc_opt (α=0.05),1024,98,15,2,1,0,5,0,9,0,0,1,0,1
case_079,specCascTok0p3,spec_casc_tok (α=0.3),828,15,7,0,0,0,3,0,4,0,0,0,0,0
case_079,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),828,15,7,0,0,0,3,0,4,0,0,0,0,0
case_079,strict,strict,607,0,7,0,0,0,3,0,4,0,0,0,0,0
case_080,cactus0p25,cactus (α=0.25),952,199,16,7,1,0,2,0,13,1,0,0,0,6
case_080,mentoredDec0p37,mentored_dec (α=0.37),659,32,5,0,0,0,2,0,3,0,0,0,0,0
case_080,rFuzzy0p3,r_fuzzy (α=0.3),1559,272,17,5,0,0,5,0,12,0,0,2,0,3
case_080,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),1185,186,25,0,2,0,5,3,15,0,0,0,0,0
case_080,specCascOpt0p05,spec_casc_opt (α=0.05),1132,112,16,0,6,0,2,3,5,0,0,0,0,0
case_080,specCascTok0p3,spec_casc_tok (α=0.3),419,8,1,0,0,0,1,0,0,0,0,0,0,0
case_080,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),419,8,1,0,0,0,1,0,0,0,0,0,0,0
case_080,strict,strict,604,0,4,0,0,0,1,0,3,0,0,0,0,0
case_081,cactus0p25,cactus (α=0.25),622,74,4,0,0,0,2,1,1,0,0,0,0,0
case_081,mentoredDec0p37,mentored_dec (α=0.37),725,35,2,0,0,0,1,0,1,0,0,0,0,0
case_081,rFuzzy0p3,r_fuzzy (α=0.3),1106,143,8,2,0,0,2,3,3,0,0,0,0,2
case_081,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),1059,151,5,0,0,0,2,3,0,0,0,0,0,0
case_081,specCascOpt0p05,spec_casc_opt (α=0.05),667,74,3,0,0,0,1,0,2,0,0,0,0,0
case_081,specCascTok0p3,spec_casc_tok (α=0.3),869,18,4,0,0,0,3,0,1,0,0,0,0,0
case_081,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),869,18,4,0,0,0,3,0,1,0,0,0,0,0
case_081,strict,strict,462,0,2,0,0,0,1,0,1,0,0,0,0,0
case_082,cactus0p25,cactus (α=0.25),1446,196,20,3,1,0,2,2,15,1,0,0,0,2
case_082,mentoredDec0p37,mentored_dec (α=0.37),1122,36,9,0,2,0,2,1,4,0,0,0,0,0
case_082,rFuzzy0p3,r_fuzzy (α=0.3),8394,1388,220,54,36,3,39,31,111,0,1,17,11,25
case_082,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),1121,138,9,0,1,1,1,2,4,0,0,0,0,0
case_082,specCascOpt0p05,spec_casc_opt (α=0.05),9006,873,221,22,49,1,29,40,102,2,1,3,7,9
case_082,specCascTok0p3,spec_casc_tok (α=0.3),1362,19,9,1,2,0,1,0,6,0,0,0,0,1
case_082,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),1647,16,14,0,2,0,2,1,9,0,0,0,0,0
case_082,strict,strict,1970,0,36,0,2,0,4,3,27,0,0,0,0,0
case_083,cactus0p25,cactus (α=0.25),667,68,3,1,0,0,2,0,1,0,0,0,0,1
case_083,mentoredDec0p37,mentored_dec (α=0.37),340,10,0,0,0,0,0,0,0,0,0,0,0,0
case_083,rFuzzy0p3,r_fuzzy (α=0.3),540,72,12,5,2,0,4,2,4,1,0,2,0,2
case_083,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),618,107,4,0,0,0,1,1,2,0,0,0,0,0
case_083,specCascOpt0p05,spec_casc_opt (α=0.05),430,32,2,0,0,0,1,0,1,0,0,0,0,0
case_083,specCascTok0p3,spec_casc_tok (α=0.3),373,8,0,0,0,0,0,0,0,0,0,0,0,0
case_083,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),373,8,0,0,0,0,0,0,0,0,0,0,0,0
case_083,strict,strict,594,0,4,0,1,0,2,0,1,0,0,0,0,0
case_084,cactus0p25,cactus (α=0.25),1579,191,17,6,4,0,2,3,8,0,0,0,2,4
case_084,mentoredDec0p37,mentored_dec (α=0.37),1229,49,13,0,1,0,6,1,5,0,0,0,0,0
case_084,rFuzzy0p3,r_fuzzy (α=0.3),2351,382,38,11,8,0,10,8,12,1,0,2,1,7
case_084,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),3394,519,49,0,13,0,10,12,14,0,0,0,0,0
case_084,specCascOpt0p05,spec_casc_opt (α=0.05),6505,685,120,17,45,0,27,10,38,3,0,3,1,10
case_084,specCascTok0p3,spec_casc_tok (α=0.3),1347,26,15,1,2,0,5,0,8,0,0,0,0,1
case_084,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),1050,17,9,0,0,0,4,1,4,0,0,0,0,0
case_084,strict,strict,1014,0,7,0,1,0,5,0,1,0,0,0,0,0
case_085,cactus0p25,cactus (α=0.25),857,135,13,5,2,0,5,3,3,1,0,1,2,1
case_085,mentoredDec0p37,mentored_dec (α=0.37),712,30,10,1,2,0,4,0,4,0,0,0,0,1
case_085,rFuzzy0p3,r_fuzzy (α=0.3),870,132,15,5,4,0,2,3,6,1,0,1,1,2
case_085,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),891,125,9,0,5,0,1,1,2,0,0,0,0,0
case_085,specCascOpt0p05,spec_casc_opt (α=0.05),602,58,7,2,1,0,2,1,3,0,0,0,0,2
case_085,specCascTok0p3,spec_casc_tok (α=0.3),697,17,5,1,1,0,1,1,2,0,0,1,0,0
case_085,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),676,14,6,0,1,0,2,1,2,0,0,0,0,0
case_085,strict,strict,577,0,5,0,1,0,1,0,3,0,0,0,0,0
case_086,cactus0p25,cactus (α=0.25),831,125,9,3,0,0,4,1,4,0,0,0,1,2
case_086,mentoredDec0p37,mentored_dec (α=0.37),402,17,4,0,0,0,1,0,3,0,0,0,0,0
case_086,rFuzzy0p3,r_fuzzy (α=0.3),496,78,3,1,0,0,1,0,2,0,0,0,0,1
case_086,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),542,82,4,0,1,0,1,0,2,0,0,0,0,0
case_086,specCascOpt0p05,spec_casc_opt (α=0.05),605,46,3,1,0,0,2,0,1,0,0,1,0,0
case_086,specCascTok0p3,spec_casc_tok (α=0.3),522,12,4,0,0,0,2,0,2,0,0,0,0,0
case_086,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),522,12,4,0,0,0,2,0,2,0,0,0,0,0
case_086,strict,strict,548,0,4,0,0,0,1,0,3,0,0,0,0,0
case_087,cactus0p25,cactus (α=0.25),4020,779,135,36,32,3,22,22,56,9,1,6,5,15
case_087,mentoredDec0p37,mentored_dec (α=0.37),1457,79,15,0,3,0,8,1,3,0,0,0,0,0
case_087,rFuzzy0p3,r_fuzzy (α=0.3),7105,1482,217,55,46,2,45,31,93,8,0,18,6,23
case_087,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),3044,579,82,0,21,0,14,20,27,0,0,0,0,0
case_087,specCascOpt0p05,spec_casc_opt (α=0.05),1493,218,46,9,10,0,9,9,18,3,0,1,2,3
case_087,specCascTok0p3,spec_casc_tok (α=0.3),1298,32,27,2,5,0,9,3,10,0,0,2,0,0
case_087,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),1430,29,29,0,2,0,7,2,18,0,0,0,0,0
case_087,strict,strict,982,0,13,0,2,0,3,0,8,0,0,0,0,0
case_088,cactus0p25,cactus (α=0.25),1744,316,21,7,3,0,3,2,13,2,0,0,1,4
case_088,mentoredDec0p37,mentored_dec (α=0.37),913,25,2,0,0,0,1,0,1,0,0,0,0,0
case_088,rFuzzy0p3,r_fuzzy (α=0.3),2192,397,37,7,8,0,4,8,17,1,0,1,1,4
case_088,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),809,119,8,0,2,0,2,2,2,0,0,0,0,0
case_088,specCascOpt0p05,spec_casc_opt (α=0.05),1332,148,9,1,1,0,2,0,6,0,0,0,0,1
case_088,specCascTok0p3,spec_casc_tok (α=0.3),916,15,10,1,1,0,4,0,5,0,0,0,0,1
case_088,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),892,16,8,0,1,0,4,0,3,0,0,0,0,0
case_088,strict,strict,891,0,9,0,1,0,4,0,4,0,0,0,0,0
case_089,cactus0p25,cactus (α=0.25),763,114,7,1,0,0,2,0,5,0,0,1,0,0
case_089,mentoredDec0p37,mentored_dec (α=0.37),923,24,4,1,0,0,1,2,1,0,0,1,0,0
case_089,rFuzzy0p3,r_fuzzy (α=0.3),1256,196,23,5,5,0,7,4,7,1,0,1,2,1
case_089,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),1344,224,12,0,5,0,1,1,5,0,0,0,0,0
case_089,specCascOpt0p05,spec_casc_opt (α=0.05),703,66,5,2,0,0,2,0,3,0,0,1,0,1
case_089,specCascTok0p3,spec_casc_tok (α=0.3),628,14,4,0,0,0,0,1,3,0,0,0,0,0
case_089,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),628,14,4,0,0,0,0,1,3,0,0,0,0,0
case_089,strict,strict,579,0,9,0,0,0,1,0,8,0,0,0,0,0
case_090,cactus0p25,cactus (α=0.25),723,96,5,2,0,0,3,0,2,0,0,0,0,2
case_090,mentoredDec0p37,mentored_dec (α=0.37),863,30,8,3,1,0,2,0,5,1,0,0,0,2
case_090,rFuzzy0p3,r_fuzzy (α=0.3),2403,357,48,10,11,0,16,4,17,3,0,3,1,3
case_090,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),969,141,14,0,4,0,7,2,1,0,0,0,0,0
case_090,specCascOpt0p05,spec_casc_opt (α=0.05),914,54,14,2,1,0,5,2,6,0,0,0,0,2
case_090,specCascTok0p3,spec_casc_tok (α=0.3),702,13,9,0,0,0,6,0,3,0,0,0,0,0
case_090,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),838,16,9,0,1,0,4,0,4,0,0,0,0,0
case_090,strict,strict,1135,0,13,0,0,0,6,0,7,0,0,0,0,0
case_091,cactus0p25,cactus (α=0.25),1185,209,21,5,0,0,5,0,16,0,0,0,0,5
case_091,mentoredDec0p37,mentored_dec (α=0.37),419,19,2,0,0,0,0,0,2,0,0,0,0,0
case_091,rFuzzy0p3,r_fuzzy (α=0.3),603,107,10,2,1,0,0,0,9,0,0,0,0,2
case_091,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),766,108,3,0,0,0,2,0,1,0,0,0,0,0
case_091,specCascOpt0p05,spec_casc_opt (α=0.05),904,111,8,2,0,0,1,2,5,0,0,0,1,1
case_091,specCascTok0p3,spec_casc_tok (α=0.3),479,16,2,0,0,0,1,0,1,0,0,0,0,0
case_091,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),479,16,2,0,0,0,1,0,1,0,0,0,0,0
case_091,strict,strict,426,0,7,0,0,0,2,0,5,0,0,0,0,0
case_092,cactus0p25,cactus (α=0.25),1373,312,33,13,1,0,5,3,24,1,0,3,2,7
case_092,mentoredDec0p37,mentored_dec (α=0.37),654,35,5,2,0,0,1,0,4,0,0,0,0,2
case_092,rFuzzy0p3,r_fuzzy (α=0.3),2028,416,50,15,8,0,9,7,26,4,0,2,0,9
case_092,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),1057,216,15,0,0,0,3,5,7,0,0,0,0,0
case_092,specCascOpt0p05,spec_casc_opt (α=0.05),588,62,4,0,0,0,1,1,2,0,0,0,0,0
