case,tag,arm,completion_tokens,wait,hmm,lets,actually,but,total
case_122,specCascTok0p3,spec_casc_tok (α=0.3),407,0,0,1,0,1,2
case_122,strict,strict,469,0,0,2,0,2,4
case_123,cactus0p25,cactus (α=0.25),718,1,0,2,2,8,13
case_123,mentoredDec0p37,mentored_dec (α=0.37),672,0,0,2,0,4,6
case_123,rFuzzy0p3,r_fuzzy (α=0.3),718,0,0,0,1,5,6
case_123,specCascOpt0p05,spec_casc_opt (α=0.05),948,1,0,4,1,6,12
case_123,specCascTok0p3,spec_casc_tok (α=0.3),627,0,0,2,0,4,6
case_123,strict,strict,720,0,0,1,0,4,5
case_124,cactus0p25,cactus (α=0.25),1253,3,0,2,5,15,25
case_124,mentoredDec0p37,mentored_dec (α=0.37),1009,1,0,2,0,4,7
case_124,rFuzzy0p3,r_fuzzy (α=0.3),1103,4,0,3,1,18,26
case_124,specCascOpt0p05,spec_casc_opt (α=0.05),1186,2,1,0,3,10,16
case_124,specCascTok0p3,spec_casc_tok (α=0.3),668,0,0,1,0,6,7
case_124,strict,strict,646,0,0,1,0,3,4
case_125,cactus0p25,cactus (α=0.25),1239,0,0,1,0,5,6
case_125,mentoredDec0p37,mentored_dec (α=0.37),1070,0,0,3,0,4,7
case_125,rFuzzy0p3,r_fuzzy (α=0.3),1746,2,0,3,3,16,24
case_125,specCascOpt0p05,spec_casc_opt (α=0.05),2265,4,0,5,5,14,28
case_125,specCascTok0p3,spec_casc_tok (α=0.3),1230,1,0,2,1,7,11
case_125,strict,strict,1110,0,0,2,0,2,4
case_126,cactus0p25,cactus (α=0.25),1839,2,0,1,4,22,29
case_126,mentoredDec0p37,mentored_dec (α=0.37),1215,0,0,2,1,8,11
case_126,rFuzzy0p3,r_fuzzy (α=0.3),1216,1,0,3,2,13,19
case_126,specCascOpt0p05,spec_casc_opt (α=0.05),1874,6,0,3,3,18,30
case_126,specCascTok0p3,spec_casc_tok (α=0.3),1697,0,0,6,2,23,31
case_126,strict,strict,1507,2,0,3,1,20,26
case_127,cactus0p25,cactus (α=0.25),2236,5,0,9,5,37,56
case_127,mentoredDec0p37,mentored_dec (α=0.37),1225,1,0,3,2,10,16
case_127,rFuzzy0p3,r_fuzzy (α=0.3),2438,4,0,5,5,33,47
case_127,specCascOpt0p05,spec_casc_opt (α=0.05),1445,2,0,6,1,8,17
case_127,specCascTok0p3,spec_casc_tok (α=0.3),697,1,0,3,2,4,10
case_127,strict,strict,724,1,0,1,1,7,10
case_128,cactus0p25,cactus (α=0.25),1660,3,0,6,2,17,28
case_128,mentoredDec0p37,mentored_dec (α=0.37),1062,0,0,2,1,4,7
case_128,rFuzzy0p3,r_fuzzy (α=0.3),3267,17,0,12,18,31,78
case_128,specCascOpt0p05,spec_casc_opt (α=0.05),1165,2,0,6,2,7,17
case_128,specCascTok0p3,spec_casc_tok (α=0.3),971,1,0,3,1,6,11
case_128,strict,strict,725,0,0,2,0,2,4
case_129,cactus0p25,cactus (α=0.25),670,1,0,2,0,3,6
case_129,mentoredDec0p37,mentored_dec (α=0.37),829,1,0,5,0,2,8
case_129,rFuzzy0p3,r_fuzzy (α=0.3),980,4,0,3,5,11,23
case_129,specCascOpt0p05,spec_casc_opt (α=0.05),1672,2,0,5,0,17,24
case_129,specCascTok0p3,spec_casc_tok (α=0.3),668,0,0,2,0,1,3
case_129,strict,strict,775,0,0,1,1,2,4
case_130,cactus0p25,cactus (α=0.25),4660,3,0,7,8,37,55
case_130,mentoredDec0p37,mentored_dec (α=0.37),3035,3,0,11,0,32,46
case_130,rFuzzy0p3,r_fuzzy (α=0.3),7915,15,0,13,17,96,141
case_130,specCascOpt0p05,spec_casc_opt (α=0.05),5270,7,0,9,5,57,78
case_130,specCascTok0p3,spec_casc_tok (α=0.3),4062,4,0,7,4,45,60
case_130,strict,strict,9000,10,0,21,15,102,148
case_131,cactus0p25,cactus (α=0.25),4969,11,2,16,10,78,117
case_131,mentoredDec0p37,mentored_dec (α=0.37),4202,5,0,11,1,45,62
case_131,rFuzzy0p3,r_fuzzy (α=0.3),3910,28,0,21,9,39,97
case_131,specCascOpt0p05,spec_casc_opt (α=0.05),4560,13,0,14,7,50,84
case_131,specCascTok0p3,spec_casc_tok (α=0.3),3184,5,0,8,3,27,43
case_131,strict,strict,4936,13,1,22,4,47,87
case_132,cactus0p25,cactus (α=0.25),403,0,0,3,0,2,5
case_132,mentoredDec0p37,mentored_dec (α=0.37),722,0,0,0,0,6,6
case_132,rFuzzy0p3,r_fuzzy (α=0.3),1359,4,0,5,5,17,31
case_132,specCascOpt0p05,spec_casc_opt (α=0.05),604,0,0,2,0,5,7
case_132,specCascTok0p3,spec_casc_tok (α=0.3),340,0,0,2,0,3,5
case_132,strict,strict,410,0,0,3,0,6,9
case_133,cactus0p25,cactus (α=0.25),9000,33,1,64,33,112,243
case_133,mentoredDec0p37,mentored_dec (α=0.37),2699,5,0,11,6,18,40
case_133,rFuzzy0p3,r_fuzzy (α=0.3),9000,53,1,77,33,130,294
case_133,specCascOpt0p05,spec_casc_opt (α=0.05),8473,47,0,31,53,79,210
case_133,specCascTok0p3,spec_casc_tok (α=0.3),3588,7,0,9,10,32,58
case_133,strict,strict,4755,11,0,22,21,51,105
case_134,cactus0p25,cactus (α=0.25),815,2,0,2,1,3,8
case_134,mentoredDec0p37,mentored_dec (α=0.37),637,1,0,1,0,2,4
case_134,rFuzzy0p3,r_fuzzy (α=0.3),1908,15,2,17,10,14,58
case_134,specCascOpt0p05,spec_casc_opt (α=0.05),696,0,0,2,1,2,5
case_134,specCascTok0p3,spec_casc_tok (α=0.3),549,0,0,1,2,1,4
case_134,strict,strict,579,1,0,2,0,1,4
case_135,cactus0p25,cactus (α=0.25),5973,13,3,21,14,115,166
case_135,mentoredDec0p37,mentored_dec (α=0.37),959,1,0,5,2,9,17
case_135,rFuzzy0p3,r_fuzzy (α=0.3),6508,28,3,30,16,130,207
case_135,specCascOpt0p05,spec_casc_opt (α=0.05),9000,32,2,25,42,156,257
case_135,specCascTok0p3,spec_casc_tok (α=0.3),1808,1,0,4,4,25,34
case_135,strict,strict,1441,1,0,5,2,14,22
case_136,cactus0p25,cactus (α=0.25),903,3,0,2,2,4,11
case_136,mentoredDec0p37,mentored_dec (α=0.37),696,1,0,2,1,2,6
case_136,rFuzzy0p3,r_fuzzy (α=0.3),1072,4,0,6,2,7,19
case_136,specCascOpt0p05,spec_casc_opt (α=0.05),1090,3,0,3,3,6,15
case_136,specCascTok0p3,spec_casc_tok (α=0.3),798,1,0,2,0,3,6
case_136,strict,strict,708,1,0,5,0,2,8
case_137,cactus0p25,cactus (α=0.25),1113,1,0,5,0,9,15
case_137,mentoredDec0p37,mentored_dec (α=0.37),967,0,0,2,1,11,14
case_137,rFuzzy0p3,r_fuzzy (α=0.3),2037,2,0,3,3,20,28
case_137,specCascOpt0p05,spec_casc_opt (α=0.05),1454,3,0,2,1,11,17
case_137,specCascTok0p3,spec_casc_tok (α=0.3),699,0,0,4,0,8,12
case_137,strict,strict,608,0,0,0,0,2,2
case_138,cactus0p25,cactus (α=0.25),1595,1,0,3,3,24,31
case_138,mentoredDec0p37,mentored_dec (α=0.37),827,0,0,1,0,6,7
case_138,rFuzzy0p3,r_fuzzy (α=0.3),1900,2,0,4,2,36,44
case_138,specCascOpt0p05,spec_casc_opt (α=0.05),2082,3,0,3,3,28,37
case_138,specCascTok0p3,spec_casc_tok (α=0.3),2492,0,0,1,0,20,21
case_138,strict,strict,950,0,1,0,0,5,6
case_139,cactus0p25,cactus (α=0.25),1712,3,0,7,1,24,35
case_139,mentoredDec0p37,mentored_dec (α=0.37),597,0,0,0,0,1,1
case_139,rFuzzy0p3,r_fuzzy (α=0.3),2173,18,1,8,9,22,58
case_139,specCascOpt0p05,spec_casc_opt (α=0.05),968,3,0,1,2,9,15
case_139,specCascTok0p3,spec_casc_tok (α=0.3),546,0,0,3,0,2,5
case_139,strict,strict,783,0,0,3,0,10,13
case_140,cactus0p25,cactus (α=0.25),691,0,0,1,0,9,10
case_140,mentoredDec0p37,mentored_dec (α=0.37),652,0,0,0,0,4,4
case_140,rFuzzy0p3,r_fuzzy (α=0.3),881,1,0,3,1,5,10
case_140,specCascOpt0p05,spec_casc_opt (α=0.05),1234,3,0,6,2,8,19
case_140,specCascTok0p3,spec_casc_tok (α=0.3),632,0,0,2,1,6,9
case_140,strict,strict,673,0,0,3,0,2,5
case_141,cactus0p25,cactus (α=0.25),4920,27,2,16,21,62,128
case_141,mentoredDec0p37,mentored_dec (α=0.37),1860,6,0,3,7,12,28
case_141,rFuzzy0p3,r_fuzzy (α=0.3),1681,1,1,5,7,20,34
case_141,specCascOpt0p05,spec_casc_opt (α=0.05),4092,6,0,2,6,20,34
case_141,specCascTok0p3,spec_casc_tok (α=0.3),985,1,0,4,1,9,15
case_141,strict,strict,885,0,0,3,0,6,9
case_142,cactus0p25,cactus (α=0.25),1027,0,0,5,0,8,13
case_142,mentoredDec0p37,mentored_dec (α=0.37),1169,0,0,2,0,9,11
case_142,rFuzzy0p3,r_fuzzy (α=0.3),1056,1,0,4,2,17,24
case_142,specCascOpt0p05,spec_casc_opt (α=0.05),997,0,0,2,1,5,8
case_142,specCascTok0p3,spec_casc_tok (α=0.3),669,0,0,2,0,3,5
case_142,strict,strict,750,0,0,3,0,4,7
case_143,cactus0p25,cactus (α=0.25),1425,2,0,5,1,9,17
case_143,mentoredDec0p37,mentored_dec (α=0.37),1019,1,0,4,0,4,9
case_143,rFuzzy0p3,r_fuzzy (α=0.3),2413,12,0,17,4,26,59
case_143,specCascOpt0p05,spec_casc_opt (α=0.05),1178,7,0,5,1,6,19
case_143,specCascTok0p3,spec_casc_tok (α=0.3),490,0,0,2,0,2,4
case_143,strict,strict,2142,6,0,15,2,22,45
case_144,cactus0p25,cactus (α=0.25),1348,0,0,1,4,8,13
case_144,mentoredDec0p37,mentored_dec (α=0.37),592,0,0,2,0,3,5
case_144,rFuzzy0p3,r_fuzzy (α=0.3),1117,3,1,6,1,6,17
case_144,specCascOpt0p05,spec_casc_opt (α=0.05),566,0,0,1,1,1,3
case_144,specCascTok0p3,spec_casc_tok (α=0.3),622,0,0,1,0,5,6
case_144,strict,strict,722,0,0,0,0,1,1
case_145,cactus0p25,cactus (α=0.25),1459,2,0,4,3,13,22
case_145,mentoredDec0p37,mentored_dec (α=0.37),1055,0,0,1,0,8,9
case_145,rFuzzy0p3,r_fuzzy (α=0.3),1560,15,0,7,10,13,45
case_145,specCascOpt0p05,spec_casc_opt (α=0.05),1231,1,0,0,1,10,12
case_145,specCascTok0p3,spec_casc_tok (α=0.3),839,0,0,4,0,6,10
case_145,strict,strict,628,1,0,2,0,8,11
case_146,cactus0p25,cactus (α=0.25),7314,31,2,54,19,144,250
case_146,mentoredDec0p37,mentored_dec (α=0.37),5592,14,0,45,3,86,148
case_146,rFuzzy0p3,r_fuzzy (α=0.3),5825,34,1,54,24,101,214
case_146,specCascOpt0p05,spec_casc_opt (α=0.05),2590,8,0,19,12,44,83
case_146,specCascTok0p3,spec_casc_tok (α=0.3),8219,25,1,53,10,145,234
case_146,strict,strict,3102,3,1,33,1,52,90
case_147,cactus0p25,cactus (α=0.25),1271,0,0,1,4,8,13
case_147,mentoredDec0p37,mentored_dec (α=0.37),1257,0,0,1,0,16,17
case_147,rFuzzy0p3,r_fuzzy (α=0.3),1598,5,0,4,8,24,41
case_147,specCascOpt0p05,spec_casc_opt (α=0.05),1850,3,0,4,3,17,27
case_147,specCascTok0p3,spec_casc_tok (α=0.3),1325,0,0,2,2,15,19
case_147,strict,strict,707,0,0,1,0,6,7
case_148,cactus0p25,cactus (α=0.25),1665,3,0,9,2,7,21
case_148,mentoredDec0p37,mentored_dec (α=0.37),1569,1,0,5,1,2,9
case_148,rFuzzy0p3,r_fuzzy (α=0.3),6876,46,1,67,19,40,173
case_148,specCascOpt0p05,spec_casc_opt (α=0.05),3181,20,0,25,5,7,57
case_148,specCascTok0p3,spec_casc_tok (α=0.3),1712,2,0,6,2,2,12
case_148,strict,strict,2013,3,0,8,2,4,17
case_149,cactus0p25,cactus (α=0.25),2819,5,0,14,7,22,48
case_149,mentoredDec0p37,mentored_dec (α=0.37),930,0,0,3,0,2,5
case_149,rFuzzy0p3,r_fuzzy (α=0.3),3170,26,0,15,13,31,85
case_149,specCascOpt0p05,spec_casc_opt (α=0.05),1423,6,0,6,4,14,30
case_149,specCascTok0p3,spec_casc_tok (α=0.3),864,0,0,1,0,3,4
case_149,strict,strict,1357,0,0,3,0,7,10
case_150,cactus0p25,cactus (α=0.25),531,0,0,1,0,3,4
case_150,mentoredDec0p37,mentored_dec (α=0.37),798,1,0,2,0,13,16
case_150,rFuzzy0p3,r_fuzzy (α=0.3),718,2,0,1,1,6,10
case_150,specCascOpt0p05,spec_casc_opt (α=0.05),958,3,0,4,3,5,15
case_150,specCascTok0p3,spec_casc_tok (α=0.3),610,1,0,1,0,5,7
case_150,strict,strict,601,1,0,1,0,4,6
case_151,cactus0p25,cactus (α=0.25),471,0,0,1,0,5,6
case_151,mentoredDec0p37,mentored_dec (α=0.37),503,0,0,2,0,3,5
case_151,rFuzzy0p3,r_fuzzy (α=0.3),690,0,0,1,0,5,6
case_151,specCascOpt0p05,spec_casc_opt (α=0.05),641,0,0,1,0,1,2
case_151,specCascTok0p3,spec_casc_tok (α=0.3),633,0,0,2,0,0,2
case_151,strict,strict,527,0,0,1,0,1,2
case_152,cactus0p25,cactus (α=0.25),827,1,0,4,1,14,20
case_152,mentoredDec0p37,mentored_dec (α=0.37),1036,4,0,2,0,18,24
case_152,rFuzzy0p3,r_fuzzy (α=0.3),1851,9,0,6,2,34,51
case_152,specCascOpt0p05,spec_casc_opt (α=0.05),1078,2,0,4,2,13,21
case_152,specCascTok0p3,spec_casc_tok (α=0.3),762,1,0,1,0,13,15
case_152,strict,strict,1334,2,0,4,1,23,30
case_153,cactus0p25,cactus (α=0.25),359,0,0,1,0,2,3
case_153,mentoredDec0p37,mentored_dec (α=0.37),562,0,0,1,0,3,4
case_153,rFuzzy0p3,r_fuzzy (α=0.3),759,3,0,3,2,3,11
case_153,specCascOpt0p05,spec_casc_opt (α=0.05),493,0,0,0,0,3,3
case_153,specCascTok0p3,spec_casc_tok (α=0.3),715,0,0,2,0,4,6
case_153,strict,strict,451,0,0,1,0,1,2
case_154,cactus0p25,cactus (α=0.25),424,0,0,2,1,1,4
case_154,mentoredDec0p37,mentored_dec (α=0.37),474,0,0,2,0,1,3
case_154,rFuzzy0p3,r_fuzzy (α=0.3),1322,6,0,10,5,6,27
case_154,specCascOpt0p05,spec_casc_opt (α=0.05),1315,7,0,10,4,10,31
case_154,specCascTok0p3,spec_casc_tok (α=0.3),615,0,0,2,0,2,4
case_154,strict,strict,713,0,0,1,0,4,5
case_155,cactus0p25,cactus (α=0.25),2223,13,1,15,7,19,55
case_155,mentoredDec0p37,mentored_dec (α=0.37),1740,6,0,9,4,10,29
case_155,rFuzzy0p3,r_fuzzy (α=0.3),4082,23,1,31,16,35,106
case_155,specCascOpt0p05,spec_casc_opt (α=0.05),1254,5,0,5,4,12,26
case_155,specCascTok0p3,spec_casc_tok (α=0.3),2544,18,0,11,9,18,56
case_155,strict,strict,959,2,0,4,2,4,12
case_156,cactus0p25,cactus (α=0.25),868,0,0,4,1,7,12
case_156,mentoredDec0p37,mentored_dec (α=0.37),545,0,0,2,0,1,3
case_156,rFuzzy0p3,r_fuzzy (α=0.3),544,2,0,0,0,2,4
case_156,specCascOpt0p05,spec_casc_opt (α=0.05),620,0,0,3,0,1,4
case_156,specCascTok0p3,spec_casc_tok (α=0.3),423,0,0,2,0,3,5
case_156,strict,strict,493,0,0,1,0,1,2
case_157,cactus0p25,cactus (α=0.25),1324,3,0,3,2,10,18
case_157,mentoredDec0p37,mentored_dec (α=0.37),587,0,0,2,0,1,3
case_157,rFuzzy0p3,r_fuzzy (α=0.3),4745,20,0,18,12,62,112
case_157,specCascOpt0p05,spec_casc_opt (α=0.05),1285,0,0,2,1,11,14
case_157,specCascTok0p3,spec_casc_tok (α=0.3),992,0,0,2,0,5,7
case_157,strict,strict,699,0,0,1,3,1,5
case_158,cactus0p25,cactus (α=0.25),712,0,0,1,0,1,2
case_158,mentoredDec0p37,mentored_dec (α=0.37),674,0,0,2,0,3,5
case_158,rFuzzy0p3,r_fuzzy (α=0.3),736,0,0,1,0,2,3
case_158,specCascOpt0p05,spec_casc_opt (α=0.05),410,0,0,2,0,1,3
case_158,specCascTok0p3,spec_casc_tok (α=0.3),805,0,0,1,0,1,2
case_158,strict,strict,1115,0,0,6,1,14,21
case_159,cactus0p25,cactus (α=0.25),1375,3,0,2,2,20,27
case_159,mentoredDec0p37,mentored_dec (α=0.37),804,2,0,4,0,2,8
case_159,rFuzzy0p3,r_fuzzy (α=0.3),1361,5,0,4,0,11,20
case_159,specCascOpt0p05,spec_casc_opt (α=0.05),1171,5,0,7,0,8,20
case_159,specCascTok0p3,spec_casc_tok (α=0.3),633,1,0,3,1,1,6
case_159,strict,strict,1094,2,0,3,1,6,12
case_160,cactus0p25,cactus (α=0.25),909,0,0,2,3,6,11
case_160,mentoredDec0p37,mentored_dec (α=0.37),574,0,0,2,1,4,7
case_160,rFuzzy0p3,r_fuzzy (α=0.3),651,0,0,2,1,5,8
case_160,specCascOpt0p05,spec_casc_opt (α=0.05),889,2,0,2,1,7,12
case_160,specCascTok0p3,spec_casc_tok (α=0.3),615,0,0,0,0,3,3
case_160,strict,strict,888,1,0,0,1,8,10
case_161,cactus0p25,cactus (α=0.25),2519,3,0,10,4,53,70
case_161,mentoredDec0p37,mentored_dec (α=0.37),1749,0,0,4,1,12,17
case_161,rFuzzy0p3,r_fuzzy (α=0.3),1461,3,0,3,3,16,25
case_161,specCascOpt0p05,spec_casc_opt (α=0.05),1362,0,1,6,0,24,31
case_161,specCascTok0p3,spec_casc_tok (α=0.3),1325,0,0,3,0,9,12
case_161,strict,strict,2432,0,0,4,1,13,18
case_162,cactus0p25,cactus (α=0.25),1111,1,0,2,0,14,17
case_162,mentoredDec0p37,mentored_dec (α=0.37),658,0,0,0,0,5,5
case_162,rFuzzy0p3,r_fuzzy (α=0.3),1315,2,0,3,4,21,30
case_162,specCascOpt0p05,spec_casc_opt (α=0.05),518,1,0,2,0,1,4
case_162,specCascTok0p3,spec_casc_tok (α=0.3),936,0,0,0,1,6,7
case_162,strict,strict,731,0,0,1,0,3,4
case_163,cactus0p25,cactus (α=0.25),444,0,0,1,0,0,1
case_163,mentoredDec0p37,mentored_dec (α=0.37),445,1,0,2,1,2,6
case_163,rFuzzy0p3,r_fuzzy (α=0.3),542,0,0,0,0,6,6
case_163,specCascOpt0p05,spec_casc_opt (α=0.05),285,0,0,0,0,1,1
case_163,specCascTok0p3,spec_casc_tok (α=0.3),269,0,0,1,0,1,2
case_163,strict,strict,372,0,0,1,0,4,5
case_164,cactus0p25,cactus (α=0.25),3674,18,1,18,3,79,119
case_164,mentoredDec0p37,mentored_dec (α=0.37),2609,3,1,7,6,68,85
case_164,rFuzzy0p3,r_fuzzy (α=0.3),3823,9,1,18,14,65,107
case_164,specCascOpt0p05,spec_casc_opt (α=0.05),1534,4,0,3,4,22,33
case_164,specCascTok0p3,spec_casc_tok (α=0.3),762,2,0,1,0,4,7
case_164,strict,strict,1418,1,0,0,2,19,22
